age,height,weight,size,sex
38.0,88.0,330.0,7,Female
11.0,32.0,120.0,5,Female
25.0,64.0,120.0,5,Female
33.0,128.0,165.0,3,Female
22.0,80.0,180.0,2,Male
206.0,32.0,45.0,7,Male
65.0,8.0,270.0,4,Male
157.0,32.0,90.0,5,Female
62.0,200.0,405.0,1,Male
9.0,16.0,255.0,1,Male
27.0,56.0,45.0,7,Male
45.0,72.0,0.0,3,Female
132.0,88.0,105.0,1,Female
25.0,0.0,15.0,5,Male
128.0,112.0,15.0,7,Male
102.0,80.0,0.0,2,Male
119.0,64.0,75.0,5,Male
84.0,0.0,390.0,7,Female
60.0,56.0,120.0,7,Female
139.0,80.0,255.0,2,Female
82.0,0.0,90.0,7,Female
49.0,0.0,60.0,7,Male
102.0,112.0,30.0,2,Male
82.0,32.0,150.0,7,Female
79.0,16.0,60.0,1,Male
28.0,144.0,165.0,4,Female
60.0,64.0,150.0,7,Male
93.0,56.0,15.0,7,Female
221.0,24.0,45.0,4,Female
97.0,72.0,330.0,3,Female
171.0,24.0,15.0,4,Female
59.0,24.0,0.0,3,Female
23.0,64.0,15.0,5,Female
47.0,120.0,375.0,5,Male
121.0,64.0,210.0,5,Female
59.0,8.0,135.0,4,Female
59.0,56.0,135.0,4,Female
104.0,32.0,15.0,7,Female
102.0,56.0,90.0,4,Female
71.0,40.0,105.0,3,Male
228.0,0.0,45.0,7,Male
19.0,160.0,210.0,1,Female
77.0,24.0,90.0,4,Male
107.0,88.0,60.0,1,Male
71.0,120.0,120.0,7,Male
19.0,56.0,105.0,3,Male
49.0,24.0,15.0,7,Female
58.0,8.0,150.0,3,Male
6.0,120.0,60.0,7,Male
46.0,8.0,105.0,3,Male
86.0,16.0,45.0,2,Male
49.0,16.0,0.0,2,Female
25.0,32.0,60.0,5,Male
283.0,8.0,135.0,4,Male
169.0,0.0,75.0,2,Female
46.0,56.0,240.0,3,Male
71.0,96.0,15.0,5,Male
5.0,0.0,60.0,7,Female
15.0,136.0,45.0,4,Female
22.0,8.0,135.0,4,Female
215.0,136.0,75.0,3,Male
75.0,16.0,150.0,2,Male
137.0,88.0,165.0,3,Female
163.0,24.0,0.0,3,Male
127.0,72.0,90.0,4,Female
95.0,32.0,120.0,7,Male
89.0,48.0,255.0,2,Female
124.0,40.0,150.0,3,Female
60.0,32.0,375.0,7,Female
49.0,112.0,150.0,2,Male
37.0,56.0,405.0,1,Female
5.0,120.0,180.0,7,Male
71.0,8.0,0.0,3,Female
102.0,120.0,45.0,4,Male
84.0,128.0,105.0,3,Female
233.0,40.0,240.0,4,Female
107.0,152.0,75.0,5,Female
35.0,32.0,120.0,5,Female
93.0,144.0,120.0,7,Female
84.0,24.0,120.0,3,Male
52.0,24.0,90.0,4,Male
72.0,56.0,0.0,3,Female
62.0,88.0,135.0,1,Female
45.0,48.0,75.0,2,Female
99.0,80.0,255.0,2,Female
65.0,24.0,135.0,4,Female
10.0,208.0,45.0,4,Female
287.0,80.0,0.0,2,Male
33.0,104.0,0.0,3,Female
51.0,128.0,210.0,1,Female
77.0,8.0,180.0,4,Female
107.0,16.0,60.0,1,Male
93.0,24.0,30.0,7,Male
48.0,56.0,60.0,1,Male
110.0,136.0,165.0,3,Male
97.0,24.0,105.0,3,Female
75.0,16.0,0.0,2,Female
163.0,40.0,0.0,3,Male
6.0,24.0,105.0,3,Male
19.0,56.0,240.0,3,Male
155.0,184.0,120.0,5,Female
283.0,56.0,150.0,7,Female
84.0,40.0,105.0,3,Female
45.0,136.0,210.0,3,Male
124.0,88.0,330.0,3,Female
3.0,40.0,150.0,4,Male
71.0,56.0,165.0,3,Male
62.0,0.0,45.0,7,Male
49.0,32.0,15.0,5,Male
143.0,80.0,75.0,2,Female
32.0,56.0,105.0,3,Female
189.0,144.0,75.0,4,Male
59.0,32.0,60.0,5,Female
117.0,144.0,90.0,7,Male
6.0,144.0,330.0,7,Female
62.0,56.0,60.0,1,Male
83.0,0.0,60.0,5,Male
35.0,120.0,180.0,5,Female
129.0,16.0,150.0,2,Male
104.0,24.0,45.0,7,Male
97.0,40.0,210.0,4,Female
27.0,0.0,300.0,7,Male
23.0,0.0,60.0,5,Male
79.0,56.0,60.0,1,Male
150.0,88.0,30.0,7,Male
27.0,88.0,45.0,7,Female
17.0,88.0,15.0,7,Female
71.0,40.0,75.0,3,Male
45.0,88.0,0.0,3,Female
47.0,64.0,120.0,5,Male
62.0,48.0,75.0,2,Male
61.0,32.0,15.0,5,Male
196.0,16.0,0.0,2,Male
71.0,72.0,0.0,3,Male
22.0,24.0,45.0,3,Male
3.0,176.0,270.0,4,Female
25.0,32.0,60.0,5,Female
35.0,80.0,75.0,2,Male
233.0,40.0,30.0,4,Female
71.0,24.0,0.0,3,Female
32.0,40.0,225.0,3,Female
23.0,0.0,60.0,5,Female
98.0,72.0,0.0,3,Male
19.0,80.0,0.0,2,Male
40.0,24.0,15.0,7,Male
32.0,72.0,405.0,3,Female
45.0,88.0,105.0,3,Female
51.0,88.0,60.0,7,Female
7.0,56.0,165.0,3,Female
85.0,232.0,225.0,3,Male
20.0,192.0,105.0,3,Male
62.0,48.0,75.0,2,Female
22.0,24.0,45.0,3,Male
138.0,120.0,75.0,7,Female
97.0,64.0,15.0,5,Female
35.0,64.0,240.0,5,Male
99.0,184.0,360.0,2,Female
75.0,16.0,75.0,2,Female
123.0,8.0,105.0,3,Female
171.0,56.0,30.0,4,Female
143.0,16.0,75.0,2,Male
19.0,24.0,105.0,3,Female
59.0,64.0,150.0,5,Male
35.0,32.0,150.0,5,Male
293.0,88.0,45.0,3,Male
22.0,16.0,285.0,1,Male
98.0,8.0,165.0,3,Male
58.0,128.0,105.0,3,Male
143.0,32.0,60.0,5,Male
22.0,56.0,135.0,1,Female
22.0,184.0,255.0,2,Male
52.0,136.0,255.0,4,Female
40.0,104.0,45.0,4,Female
71.0,0.0,135.0,7,Male
6.0,56.0,150.0,3,Male
110.0,128.0,105.0,3,Female
45.0,112.0,75.0,2,Female
28.0,56.0,255.0,4,Female
45.0,56.0,0.0,3,Female
19.0,144.0,150.0,2,Female
5.0,88.0,60.0,1,Male
1.0,64.0,75.0,5,Male
16.0,56.0,195.0,7,Female
104.0,16.0,60.0,1,Male
73.0,64.0,75.0,5,Male
47.0,96.0,15.0,5,Male
49.0,16.0,75.0,2,Male
22.0,120.0,210.0,4,Female
62.0,120.0,45.0,7,Male
58.0,136.0,75.0,3,Female
8.0,144.0,0.0,2,Female
20.0,24.0,105.0,3,Female
97.0,104.0,150.0,3,Female
32.0,72.0,30.0,3,Male
49.0,144.0,0.0,2,Female
169.0,176.0,195.0,2,Male
65.0,40.0,90.0,4,Male
58.0,40.0,135.0,3,Male
89.0,16.0,75.0,2,Male
177.0,144.0,210.0,4,Male
84.0,192.0,165.0,3,Female
47.0,32.0,240.0,5,Male
8.0,16.0,30.0,2,Male
98.0,8.0,180.0,3,Female
49.0,48.0,195.0,2,Female
22.0,16.0,375.0,2,Male
202.0,56.0,345.0,3,Female
38.0,24.0,90.0,7,Female
7.0,128.0,0.0,3,Female
47.0,72.0,45.0,4,Male
52.0,88.0,30.0,4,Female
35.0,112.0,0.0,2,Male
59.0,32.0,60.0,5,Female
23.0,16.0,135.0,1,Female
163.0,104.0,180.0,3,Female
19.0,88.0,45.0,3,Male
71.0,168.0,150.0,3,Male
75.0,48.0,105.0,2,Male
102.0,88.0,0.0,4,Female
49.0,80.0,150.0,2,Female
85.0,96.0,60.0,5,Male
116.0,80.0,0.0,2,Male
86.0,16.0,45.0,2,Male
47.0,0.0,120.0,5,Male
164.0,56.0,60.0,1,Female
254.0,40.0,60.0,3,Female
102.0,72.0,135.0,4,Female
58.0,192.0,105.0,3,Male
71.0,96.0,60.0,5,Female
202.0,40.0,180.0,3,Male
124.0,40.0,360.0,3,Female
95.0,88.0,180.0,7,Male
72.0,144.0,75.0,2,Male
109.0,24.0,45.0,4,Female
37.0,32.0,120.0,5,Female
163.0,40.0,255.0,3,Male
27.0,88.0,60.0,7,Male
49.0,64.0,180.0,5,Female
5.0,80.0,150.0,2,Female
58.0,24.0,135.0,3,Female
84.0,72.0,0.0,3,Female
32.0,72.0,0.0,3,Male
65.0,72.0,90.0,4,Male
7.0,40.0,75.0,3,Female
139.0,56.0,150.0,7,Female
220.0,80.0,150.0,2,Female
16.0,56.0,195.0,7,Female
85.0,8.0,105.0,3,Female
84.0,144.0,165.0,4,Female
15.0,88.0,105.0,4,Male
131.0,32.0,15.0,5,Male
72.0,16.0,75.0,2,Male
71.0,0.0,150.0,5,Female
5.0,80.0,30.0,2,Male
84.0,88.0,60.0,7,Male
133.0,32.0,210.0,5,Male
45.0,136.0,75.0,3,Male
45.0,136.0,75.0,3,Female
106.0,88.0,60.0,7,Female
49.0,56.0,60.0,7,Male
49.0,112.0,0.0,2,Female
23.0,56.0,60.0,1,Male
152.0,72.0,30.0,4,Female
72.0,72.0,150.0,4,Female
28.0,192.0,255.0,4,Female
62.0,16.0,255.0,2,Male
93.0,32.0,60.0,7,Male
27.0,0.0,90.0,7,Female
287.0,144.0,255.0,2,Female
115.0,0.0,60.0,7,Male
7.0,88.0,60.0,3,Male
110.0,56.0,0.0,3,Female
20.0,8.0,0.0,3,Female
46.0,56.0,135.0,3,Female
90.0,40.0,30.0,4,Male
110.0,128.0,30.0,3,Female
60.0,64.0,195.0,7,Female
25.0,64.0,75.0,5,Female
40.0,64.0,90.0,7,Female
89.0,216.0,255.0,2,Female
1.0,64.0,15.0,5,Male
73.0,24.0,150.0,7,Male
32.0,112.0,150.0,2,Female
22.0,16.0,75.0,2,Female
19.0,56.0,135.0,3,Male
73.0,120.0,210.0,5,Male
15.0,72.0,30.0,4,Female
58.0,72.0,180.0,3,Female
6.0,128.0,105.0,3,Female
5.0,56.0,60.0,1,Male
49.0,16.0,75.0,2,Female
22.0,144.0,255.0,2,Female
172.0,144.0,90.0,7,Female
86.0,48.0,150.0,2,Male
19.0,40.0,150.0,3,Female
49.0,48.0,75.0,2,Female
59.0,16.0,75.0,2,Female
176.0,56.0,75.0,3,Female
22.0,80.0,195.0,2,Male
58.0,104.0,120.0,3,Male
59.0,72.0,0.0,3,Female
104.0,200.0,285.0,1,Female
109.0,72.0,210.0,4,Male
163.0,24.0,0.0,3,Female
107.0,32.0,60.0,5,Male
136.0,16.0,300.0,1,Female
17.0,56.0,45.0,7,Female
10.0,40.0,30.0,4,Female
13.0,32.0,75.0,5,Female
62.0,48.0,75.0,2,Female
49.0,64.0,30.0,7,Female
95.0,0.0,435.0,5,Female
17.0,176.0,150.0,7,Female
22.0,104.0,360.0,3,Male
98.0,128.0,105.0,3,Male
127.0,88.0,195.0,7,Female
28.0,88.0,180.0,4,Female
20.0,40.0,75.0,3,Male
20.0,40.0,75.0,3,Female
188.0,16.0,60.0,1,Female
97.0,24.0,45.0,3,Female
98.0,40.0,105.0,3,Male
65.0,56.0,135.0,4,Female
75.0,48.0,75.0,2,Male
45.0,72.0,0.0,3,Female
17.0,0.0,120.0,7,Male
5.0,56.0,60.0,1,Female
22.0,168.0,255.0,3,Female
22.0,48.0,0.0,2,Female
86.0,48.0,0.0,2,Female
49.0,80.0,45.0,2,Male
1.0,216.0,240.0,5,Male
82.0,24.0,105.0,7,Male
97.0,104.0,225.0,3,Female
33.0,56.0,0.0,3,Female
9.0,16.0,60.0,1,Female
73.0,96.0,105.0,5,Female
84.0,24.0,105.0,7,Female
131.0,120.0,120.0,5,Male
171.0,112.0,75.0,7,Male
129.0,16.0,255.0,2,Male
49.0,32.0,120.0,5,Male
8.0,80.0,75.0,2,Female
59.0,48.0,150.0,2,Female
93.0,56.0,60.0,1,Male
32.0,56.0,75.0,3,Female
35.0,64.0,180.0,5,Male
90.0,56.0,135.0,4,Male
59.0,16.0,45.0,2,Male
85.0,136.0,405.0,3,Female
60.0,0.0,120.0,7,Male
22.0,144.0,360.0,2,Male
38.0,0.0,60.0,7,Male
5.0,56.0,135.0,1,Female
95.0,64.0,60.0,5,Male
28.0,144.0,405.0,7,Male
11.0,96.0,60.0,5,Female
19.0,112.0,150.0,2,Female
82.0,64.0,150.0,7,Male
35.0,48.0,255.0,2,Female
97.0,88.0,240.0,3,Male
38.0,0.0,90.0,7,Female
131.0,64.0,180.0,5,Female
11.0,0.0,75.0,5,Female
82.0,24.0,45.0,7,Female
65.0,56.0,180.0,4,Female
22.0,48.0,45.0,2,Male
22.0,0.0,60.0,7,Male
16.0,64.0,30.0,7,Female
40.0,88.0,330.0,4,Male
16.0,144.0,120.0,7,Male
5.0,0.0,45.0,7,Female
61.0,32.0,105.0,5,Female
28.0,56.0,60.0,7,Male
228.0,144.0,135.0,7,Female
58.0,24.0,150.0,3,Female
72.0,16.0,0.0,2,Male
32.0,56.0,75.0,3,Female
49.0,16.0,150.0,2,Female
25.0,96.0,180.0,5,Male
75.0,80.0,195.0,2,Female
40.0,0.0,30.0,7,Male
49.0,0.0,60.0,5,Male
139.0,168.0,390.0,4,Female
283.0,40.0,105.0,4,Male
77.0,56.0,30.0,4,Male
8.0,48.0,75.0,2,Female
121.0,16.0,135.0,1,Female
59.0,96.0,210.0,5,Female
19.0,8.0,30.0,3,Female
176.0,88.0,0.0,3,Male
35.0,0.0,240.0,5,Male
20.0,104.0,150.0,3,Male
6.0,32.0,150.0,7,Male
3.0,120.0,240.0,4,Male
123.0,40.0,165.0,3,Female
38.0,0.0,60.0,7,Female
136.0,56.0,165.0,3,Male
58.0,88.0,0.0,3,Male
62.0,16.0,0.0,2,Female
72.0,224.0,105.0,3,Male
169.0,16.0,150.0,2,Male
3.0,8.0,135.0,4,Male
116.0,48.0,195.0,2,Female
19.0,104.0,120.0,3,Female
32.0,56.0,75.0,3,Female
62.0,112.0,150.0,2,Male
62.0,48.0,285.0,2,Male
8.0,112.0,255.0,2,Female
22.0,80.0,195.0,2,Female
9.0,16.0,60.0,1,Male
139.0,0.0,60.0,7,Male
28.0,24.0,90.0,7,Female
71.0,8.0,75.0,3,Female
49.0,112.0,150.0,2,Male
25.0,64.0,120.0,5,Female
102.0,56.0,180.0,4,Female
23.0,16.0,60.0,1,Female
115.0,24.0,60.0,7,Female
33.0,104.0,0.0,3,Female
45.0,144.0,75.0,2,Female
65.0,120.0,30.0,4,Male
45.0,72.0,0.0,3,Female
169.0,80.0,75.0,2,Male
62.0,80.0,150.0,2,Male
19.0,104.0,150.0,3,Female
60.0,88.0,120.0,7,Male
60.0,232.0,90.0,7,Female
146.0,88.0,135.0,4,Male
6.0,72.0,75.0,3,Female
83.0,32.0,210.0,5,Male
61.0,32.0,60.0,5,Male
71.0,112.0,195.0,7,Male
19.0,16.0,75.0,2,Female
49.0,24.0,0.0,7,Female
59.0,48.0,0.0,2,Female
129.0,80.0,75.0,2,Male
47.0,168.0,255.0,4,Male
60.0,88.0,75.0,7,Female
49.0,32.0,90.0,7,Male
71.0,184.0,315.0,5,Female
89.0,48.0,285.0,2,Female
49.0,56.0,105.0,7,Female
150.0,88.0,180.0,7,Male
15.0,24.0,135.0,4,Male
15.0,8.0,45.0,4,Male
37.0,16.0,135.0,1,Male
71.0,64.0,75.0,5,Female
49.0,16.0,150.0,2,Female
27.0,56.0,75.0,7,Female
40.0,120.0,75.0,7,Female
95.0,32.0,120.0,5,Male
19.0,56.0,0.0,3,Male
89.0,16.0,45.0,2,Female
176.0,40.0,180.0,3,Female
176.0,160.0,45.0,3,Male
11.0,32.0,15.0,5,Male
71.0,128.0,165.0,3,Male
8.0,16.0,195.0,2,Female
1.0,32.0,15.0,5,Male
90.0,88.0,60.0,1,Female
27.0,0.0,120.0,7,Female
51.0,16.0,135.0,1,Female
75.0,48.0,150.0,2,Male
123.0,128.0,240.0,3,Female
132.0,16.0,135.0,1,Female
90.0,56.0,15.0,4,Male
34.0,72.0,90.0,4,Female
217.0,64.0,75.0,5,Male
11.0,96.0,60.0,5,Female
40.0,8.0,30.0,4,Male
90.0,8.0,135.0,4,Male
7.0,40.0,0.0,3,Female
85.0,120.0,120.0,5,Male
83.0,32.0,270.0,5,Male
93.0,56.0,105.0,1,Female
8.0,80.0,150.0,2,Female
35.0,112.0,150.0,2,Female
107.0,64.0,120.0,5,Female
143.0,48.0,195.0,2,Male
45.0,24.0,75.0,3,Female
117.0,0.0,120.0,7,Female
27.0,88.0,90.0,7,Male
16.0,144.0,15.0,7,Male
82.0,56.0,45.0,7,Male
37.0,0.0,75.0,5,Male
32.0,80.0,150.0,2,Male
22.0,216.0,330.0,2,Female
58.0,8.0,105.0,3,Female
177.0,0.0,270.0,4,Male
90.0,88.0,15.0,4,Male
37.0,32.0,15.0,5,Female
65.0,128.0,60.0,1,Male
90.0,168.0,120.0,4,Male
7.0,72.0,75.0,3,Male
5.0,88.0,15.0,7,Male
40.0,56.0,150.0,7,Female
61.0,32.0,60.0,5,Male
49.0,80.0,150.0,2,Male
49.0,32.0,60.0,5,Female
71.0,72.0,0.0,3,Male
107.0,64.0,75.0,5,Male
128.0,56.0,240.0,7,Female
245.0,56.0,210.0,1,Male
32.0,40.0,0.0,3,Male
193.0,32.0,300.0,5,Male
84.0,104.0,225.0,3,Male
9.0,56.0,135.0,1,Male
19.0,16.0,75.0,2,Male
11.0,120.0,60.0,5,Male
37.0,16.0,210.0,1,Female
59.0,80.0,75.0,2,Female
83.0,32.0,120.0,5,Male
40.0,176.0,45.0,7,Male
47.0,64.0,315.0,5,Male
35.0,80.0,75.0,2,Male
32.0,48.0,0.0,2,Male
162.0,160.0,165.0,3,Male
121.0,0.0,120.0,5,Female
84.0,72.0,180.0,3,Male
5.0,56.0,120.0,7,Female
16.0,112.0,105.0,7,Female
52.0,40.0,30.0,4,Female
17.0,112.0,75.0,7,Male
71.0,64.0,75.0,5,Male
8.0,16.0,75.0,2,Female
22.0,96.0,90.0,5,Female
153.0,48.0,360.0,2,Male
75.0,144.0,75.0,2,Male
19.0,40.0,0.0,3,Female
177.0,40.0,180.0,4,Male
13.0,32.0,15.0,5,Female
84.0,88.0,0.0,3,Female
10.0,40.0,90.0,4,Female
59.0,32.0,60.0,5,Male
99.0,80.0,45.0,2,Male
37.0,16.0,90.0,1,Male
47.0,8.0,90.0,4,Female
19.0,24.0,150.0,3,Male
49.0,48.0,150.0,2,Female
106.0,120.0,120.0,7,Male
71.0,24.0,105.0,3,Female
59.0,80.0,75.0,2,Male
22.0,176.0,195.0,2,Male
45.0,72.0,150.0,3,Female
287.0,80.0,30.0,2,Female
22.0,184.0,330.0,2,Female
49.0,56.0,30.0,7,Male
104.0,176.0,15.0,7,Male
5.0,144.0,60.0,7,Female
254.0,136.0,255.0,3,Male
35.0,152.0,120.0,5,Female
28.0,88.0,45.0,4,Female
35.0,32.0,15.0,5,Male
58.0,88.0,45.0,3,Female
45.0,8.0,165.0,3,Female
25.0,32.0,60.0,5,Female
49.0,32.0,180.0,7,Male
60.0,56.0,120.0,7,Male
32.0,80.0,195.0,2,Male
117.0,32.0,120.0,7,Male
123.0,24.0,0.0,3,Female
35.0,48.0,195.0,2,Male
27.0,64.0,75.0,7,Female
123.0,56.0,105.0,3,Male
150.0,40.0,240.0,3,Male
84.0,88.0,75.0,4,Female
75.0,48.0,0.0,2,Male
118.0,160.0,60.0,1,Male
93.0,56.0,135.0,1,Female
59.0,8.0,135.0,4,Male
52.0,136.0,30.0,4,Female
11.0,64.0,60.0,5,Male
6.0,128.0,105.0,3,Male
177.0,56.0,15.0,4,Female
59.0,152.0,210.0,5,Male
33.0,56.0,210.0,1,Female
46.0,104.0,75.0,3,Female
139.0,112.0,75.0,2,Female
23.0,56.0,60.0,1,Female
111.0,56.0,45.0,3,Female
19.0,8.0,60.0,3,Male
206.0,16.0,45.0,2,Male
22.0,80.0,75.0,2,Female
82.0,176.0,60.0,7,Male
45.0,80.0,75.0,2,Male
184.0,0.0,75.0,7,Female
25.0,64.0,120.0,5,Female
19.0,88.0,165.0,3,Male
71.0,120.0,45.0,5,Female
23.0,96.0,15.0,5,Male
45.0,88.0,135.0,3,Female
59.0,72.0,150.0,3,Female
40.0,24.0,30.0,4,Male
59.0,96.0,210.0,5,Male
49.0,112.0,75.0,2,Male
52.0,40.0,75.0,4,Male
6.0,24.0,0.0,3,Female
189.0,56.0,0.0,3,Female
171.0,120.0,45.0,4,Male
28.0,72.0,30.0,4,Male
11.0,32.0,15.0,5,Female
239.0,32.0,165.0,7,Male
152.0,88.0,210.0,4,Male
46.0,128.0,0.0,3,Male
38.0,112.0,195.0,7,Male
6.0,40.0,45.0,3,Male
37.0,56.0,210.0,1,Male
90.0,16.0,15.0,1,Female
46.0,88.0,75.0,3,Female
52.0,72.0,30.0,4,Male
73.0,64.0,45.0,7,Female
5.0,112.0,255.0,2,Male
171.0,24.0,45.0,4,Female
72.0,40.0,120.0,3,Female
93.0,64.0,75.0,7,Male
23.0,32.0,15.0,5,Female
75.0,48.0,330.0,2,Male
10.0,88.0,135.0,4,Male
107.0,96.0,150.0,5,Male
109.0,8.0,30.0,4,Female
19.0,8.0,0.0,3,Male
6.0,88.0,105.0,3,Male
59.0,80.0,0.0,2,Male
16.0,24.0,30.0,7,Male
3.0,56.0,315.0,4,Male
62.0,184.0,150.0,2,Female
82.0,112.0,120.0,7,Female
241.0,64.0,270.0,5,Male
47.0,32.0,75.0,5,Male
59.0,8.0,330.0,3,Male
59.0,8.0,420.0,3,Female
45.0,40.0,75.0,3,Female
193.0,64.0,15.0,5,Male
95.0,0.0,210.0,5,Male
35.0,48.0,225.0,2,Female
77.0,24.0,135.0,4,Female
37.0,88.0,15.0,1,Female
11.0,96.0,90.0,5,Male
19.0,88.0,60.0,1,Female
71.0,112.0,30.0,7,Female
71.0,56.0,45.0,3,Female
22.0,112.0,75.0,2,Male
28.0,56.0,255.0,4,Female
82.0,56.0,75.0,7,Female
25.0,64.0,120.0,5,Female
32.0,80.0,75.0,2,Male
40.0,224.0,315.0,4,Male
49.0,112.0,150.0,2,Male
134.0,8.0,15.0,4,Female
45.0,224.0,420.0,3,Male
28.0,40.0,150.0,4,Male
150.0,88.0,15.0,7,Male
22.0,40.0,75.0,3,Male
60.0,88.0,120.0,7,Female
13.0,152.0,60.0,5,Male
107.0,88.0,60.0,1,Female
169.0,80.0,75.0,2,Male
59.0,120.0,15.0,5,Female
20.0,40.0,150.0,3,Male
84.0,160.0,345.0,3,Female
110.0,40.0,150.0,3,Female
97.0,40.0,360.0,3,Male
71.0,56.0,255.0,7,Female
51.0,56.0,30.0,7,Female
156.0,16.0,75.0,2,Male
19.0,80.0,0.0,2,Male
62.0,56.0,165.0,7,Female
32.0,40.0,60.0,3,Male
61.0,96.0,60.0,5,Male
20.0,56.0,165.0,3,Female
38.0,88.0,150.0,7,Male
129.0,80.0,45.0,2,Male
59.0,64.0,15.0,5,Female
11.0,96.0,60.0,5,Female
106.0,0.0,30.0,7,Female
62.0,16.0,135.0,1,Female
65.0,16.0,60.0,1,Male
83.0,120.0,75.0,5,Female
59.0,88.0,165.0,3,Female
119.0,0.0,240.0,5,Male
58.0,56.0,0.0,3,Male
93.0,120.0,60.0,7,Female
84.0,8.0,330.0,3,Male
62.0,56.0,60.0,1,Female
265.0,0.0,105.0,5,Female
33.0,56.0,135.0,1,Male
47.0,0.0,75.0,5,Male
84.0,24.0,15.0,4,Female
90.0,8.0,30.0,4,Female
273.0,176.0,195.0,2,Male
19.0,16.0,60.0,1,Female
169.0,32.0,210.0,5,Male
106.0,0.0,15.0,7,Male
65.0,88.0,165.0,4,Male
1.0,0.0,60.0,5,Male
59.0,40.0,0.0,3,Male
97.0,56.0,0.0,3,Female
98.0,40.0,0.0,3,Female
65.0,56.0,60.0,1,Male
86.0,80.0,0.0,2,Male
45.0,24.0,165.0,3,Female
241.0,32.0,15.0,5,Male
51.0,88.0,60.0,1,Female
119.0,64.0,60.0,5,Female
45.0,56.0,135.0,3,Female
127.0,144.0,90.0,7,Male
72.0,56.0,165.0,4,Female
45.0,24.0,105.0,3,Female
7.0,72.0,240.0,3,Female
22.0,56.0,30.0,4,Male
28.0,8.0,270.0,4,Male
51.0,56.0,60.0,1,Female
62.0,16.0,75.0,2,Male
58.0,88.0,165.0,3,Female
60.0,24.0,30.0,7,Male
77.0,56.0,315.0,4,Female
45.0,8.0,0.0,3,Female
95.0,0.0,60.0,5,Male
35.0,16.0,75.0,2,Male
45.0,144.0,255.0,2,Male
33.0,8.0,105.0,3,Female
60.0,64.0,150.0,7,Female
59.0,96.0,60.0,5,Female
5.0,88.0,210.0,1,Male
33.0,136.0,0.0,3,Female
40.0,72.0,135.0,4,Female
85.0,32.0,15.0,5,Male
60.0,56.0,105.0,7,Male
7.0,8.0,0.0,3,Male
37.0,88.0,210.0,1,Female
71.0,88.0,315.0,3,Female
8.0,16.0,75.0,2,Female
19.0,16.0,135.0,1,Female
23.0,0.0,15.0,5,Female
73.0,144.0,120.0,7,Female
73.0,56.0,15.0,7,Female
84.0,40.0,150.0,3,Female
65.0,16.0,60.0,1,Female
16.0,88.0,15.0,7,Female
19.0,160.0,240.0,3,Male
117.0,120.0,105.0,7,Male
145.0,96.0,75.0,5,Female
97.0,24.0,330.0,4,Male
62.0,120.0,60.0,7,Female
27.0,32.0,90.0,7,Female
295.0,136.0,30.0,4,Male
72.0,80.0,0.0,2,Female
59.0,96.0,15.0,5,Female
184.0,112.0,15.0,7,Female
202.0,88.0,0.0,3,Male
35.0,16.0,0.0,2,Male
19.0,72.0,0.0,3,Female
49.0,0.0,120.0,7,Female
107.0,96.0,210.0,5,Male
85.0,120.0,15.0,5,Female
45.0,72.0,240.0,3,Female
95.0,32.0,270.0,5,Male
93.0,144.0,75.0,7,Male
49.0,64.0,225.0,7,Male
189.0,40.0,75.0,3,Male
46.0,56.0,180.0,3,Female
46.0,72.0,45.0,3,Male
19.0,24.0,75.0,3,Female
77.0,24.0,30.0,4,Female
27.0,176.0,120.0,7,Female
19.0,56.0,135.0,1,Male
9.0,16.0,90.0,1,Female
97.0,24.0,45.0,3,Male
49.0,144.0,75.0,2,Female
28.0,8.0,45.0,4,Male
104.0,32.0,60.0,7,Female
45.0,56.0,30.0,3,Male
89.0,144.0,75.0,2,Male
215.0,8.0,0.0,3,Male
160.0,144.0,30.0,7,Female
47.0,96.0,315.0,5,Male
59.0,32.0,240.0,5,Male
89.0,80.0,30.0,2,Female
166.0,80.0,30.0,2,Male
16.0,176.0,180.0,7,Male
22.0,24.0,165.0,4,Male
123.0,88.0,240.0,3,Female
62.0,16.0,75.0,2,Female
22.0,56.0,135.0,4,Male
49.0,16.0,0.0,2,Female
3.0,8.0,30.0,4,Female
267.0,8.0,120.0,3,Female
83.0,0.0,15.0,5,Female
71.0,40.0,105.0,3,Female
71.0,32.0,210.0,7,Male
35.0,48.0,0.0,2,Female
47.0,96.0,15.0,5,Male
71.0,32.0,15.0,5,Male
38.0,24.0,405.0,7,Male
37.0,88.0,255.0,1,Male
107.0,120.0,120.0,5,Female
10.0,40.0,30.0,4,Female
28.0,72.0,45.0,4,Female
59.0,96.0,60.0,5,Male
52.0,8.0,255.0,4,Male
65.0,104.0,15.0,4,Male
126.0,80.0,120.0,2,Female
139.0,112.0,45.0,7,Female
33.0,40.0,0.0,3,Male
27.0,56.0,90.0,7,Female
90.0,16.0,105.0,1,Female
206.0,24.0,90.0,7,Female
155.0,0.0,240.0,5,Male
110.0,56.0,165.0,3,Male
6.0,56.0,0.0,3,Male
93.0,24.0,45.0,7,Male
71.0,56.0,0.0,3,Male
62.0,80.0,75.0,2,Male
206.0,0.0,195.0,7,Male
117.0,32.0,120.0,7,Female
146.0,16.0,135.0,1,Female
59.0,24.0,120.0,3,Male
59.0,32.0,120.0,5,Male
23.0,16.0,60.0,1,Male
58.0,72.0,405.0,3,Female
89.0,80.0,150.0,2,Male
